"Date","Simple Date","Outdoour Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Max Daily Gust (mph)","Wind Direction (°)","Hourly Rain (in/hr)","Event Rain (in)","Daily Rain (in)","Weekly Rain (in)","Monthly Rain (in)","Total Rain (in)","Relative Pressure (inHg)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°F)","Indoor Humidity (%)","Absolute Pressure (inHg)","Outdoour Battery","Indoor Feels Like (°F)","Indoor Dew Point (°F)"
2023-03-02T12:55:00-08:00,2023-03-02 12:55:00,45.5,45.5,39,0.4,1.1,30.9,102,0,0.1,0.1,0.98,3.17,126.91,30.64,78,2,264.1,76.8,30,29.36,1,75.6,43
2023-03-02T12:50:00-08:00,2023-03-02 12:50:00,45.3,45.3,38.5,1.8,2.2,30.9,309,0,0.1,0.1,0.98,3.17,126.91,30.64,77,1,128,76.8,30,29.37,1,75.6,43
2023-03-02T12:45:00-08:00,2023-03-02 12:45:00,44.8,44.8,39.6,1.8,2.2,30.9,185,0,0.1,0.1,0.98,3.17,126.91,30.64,82,1,153.9,76.6,30,29.36,1,75.4,42.8
2023-03-02T12:40:00-08:00,2023-03-02 12:40:00,44.2,43,39.1,3.1,3.4,30.9,259,0,0.1,0.1,0.98,3.17,126.91,30.65,82,0,97.5,76.6,30,29.37,1,75.4,42.8
2023-03-02T12:35:00-08:00,2023-03-02 12:35:00,45.1,41.8,39.3,6,8.1,30.9,215,0,0.1,0.1,0.98,3.17,126.91,30.65,80,6,639.8,76.5,30,29.37,1,75.3,42.7
2023-03-02T12:30:00-08:00,2023-03-02 12:30:00,44.2,44.2,39.4,1.8,2.2,30.9,251,0,0.1,0.1,0.98,3.17,126.91,30.65,83,5,555.3,76.6,30,29.37,1,75.4,42.8
2023-03-02T12:26:00-08:00,2023-03-02 12:26:00,43.7,43.7,40.1,1.8,2.2,30.9,307,0,0.1,0.1,0.98,3.17,126.91,30.65,87,6,620.2,76.5,30,29.37,1,75.3,42.7
2023-03-02T12:20:00-08:00,2023-03-02 12:20:00,43.7,43.7,39.5,2,2.2,30.9,182,0,0.1,0.1,0.98,3.17,126.91,30.65,85,4,421.2,76.3,30,29.38,1,75,42.6
2023-03-02T12:15:00-08:00,2023-03-02 12:15:00,44.2,44.2,41.2,2.9,3.4,30.9,273,0,0.1,0.1,0.98,3.17,126.91,30.65,89,2,204.7,76.1,30,29.37,1,74.8,42.4
2023-03-02T12:10:00-08:00,2023-03-02 12:10:00,43.5,41.7,40.2,3.6,4.5,30.9,223,0,0.1,0.1,0.98,3.17,126.91,30.65,88,1,179.9,75.9,31,29.38,1,74.6,43.1
2023-03-02T12:05:00-08:00,2023-03-02 12:05:00,43,43,41.7,2.2,3.4,30.9,255,0,0.1,0.1,0.98,3.17,126.91,30.64,95,6,623.8,75.6,31,29.37,1,74.3,42.8
2023-03-02T12:00:00-08:00,2023-03-02 12:00:00,42.4,42.4,41.3,1.3,2.2,30.9,262,0,0.1,0.1,0.98,3.17,126.91,30.64,96,3,312.7,75.6,31,29.37,1,74.3,42.8
2023-03-02T11:55:00-08:00,2023-03-02 11:55:00,42.3,42.3,41.5,0.9,1.1,30.9,292,0,0.1,0.1,0.98,3.17,126.91,30.65,97,2,208.6,75.4,31,29.37,1,74.1,42.6
2023-03-02T11:50:00-08:00,2023-03-02 11:50:00,41.4,41.4,40.6,0.9,1.1,30.9,295,0,0.1,0.1,0.98,3.17,126.91,30.64,97,1,162.2,75.4,31,29.37,1,74.1,42.6
2023-03-02T11:45:00-08:00,2023-03-02 11:45:00,41.2,41.2,40.9,2.2,3.4,30.9,252,0,0.1,0.1,0.98,3.17,126.91,30.65,99,2,296.2,75.4,31,29.37,1,74.1,42.6
2023-03-02T11:40:00-08:00,2023-03-02 11:40:00,40.8,40.8,40.5,2.5,3.4,30.9,259,0,0.1,0.1,0.98,3.17,126.91,30.65,99,3,346.6,75.2,31,29.37,1,73.9,42.5
2023-03-02T11:35:00-08:00,2023-03-02 11:35:00,41.5,41.5,41.2,1.6,2.2,30.9,137,0,0.1,0.1,0.98,3.17,126.91,30.64,99,1,183,75.2,31,29.36,1,73.9,42.5
2023-03-02T11:30:00-08:00,2023-03-02 11:30:00,41.4,41.4,41.1,2.7,3.4,30.9,247,0,0.1,0.1,0.98,3.17,126.91,30.64,99,2,271.9,75.2,31,29.36,1,73.9,42.5
2023-03-02T11:25:00-08:00,2023-03-02 11:25:00,40.8,40.8,40.5,2.2,3.4,30.9,216,0,0.1,0.1,0.98,3.17,126.91,30.64,99,3,324.4,75,31,29.36,1,73.7,42.3
2023-03-02T11:20:00-08:00,2023-03-02 11:20:00,40.1,40.1,39.8,1.8,3.4,30.9,278,0,0.1,0.1,0.98,3.17,126.91,30.64,99,2,252.4,74.7,31,29.36,1,73.3,42
2023-03-02T11:15:00-08:00,2023-03-02 11:15:00,39.7,36.5,39.4,4.5,5.8,30.9,257,0,0.1,0.1,0.98,3.17,126.91,30.64,99,2,272.3,74.7,31,29.36,1,73.3,42
2023-03-02T11:10:00-08:00,2023-03-02 11:10:00,39.4,39.4,39.1,1.1,1.1,30.9,284,0,0.1,0.1,0.98,3.17,126.91,30.64,99,1,138.7,74.5,31,29.36,1,73.1,41.9
2023-03-02T11:05:00-08:00,2023-03-02 11:05:00,39.2,37,38.9,3.4,4.5,30.9,225,0,0.1,0.1,0.98,3.17,126.91,30.64,99,0,97.1,74.7,31,29.36,1,73.3,42
2023-03-02T11:00:00-08:00,2023-03-02 11:00:00,39.2,39.2,38.9,0.7,1.1,30.9,303,0,0.1,0.1,0.98,3.17,126.91,30.64,99,0,81.5,74.3,31,29.36,1,72.9,41.7
2023-03-02T10:55:00-08:00,2023-03-02 10:55:00,39.4,39.4,39.1,0.9,1.1,30.9,269,0,0.1,0.1,0.98,3.17,126.91,30.64,99,1,124,74.5,31,29.36,1,73.1,41.9
2023-03-02T10:50:00-08:00,2023-03-02 10:50:00,39.2,39.2,38.9,2,3.4,30.9,222,0,0.1,0.1,0.98,3.17,126.91,30.64,99,1,135.3,74.3,31,29.36,1,72.9,41.7
2023-03-02T10:45:00-08:00,2023-03-02 10:45:00,39,39,38.7,0,0,30.9,341,0,0.1,0.1,0.98,3.17,126.91,30.64,99,1,102.3,74.1,31,29.36,1,72.7,41.5
2023-03-02T10:40:00-08:00,2023-03-02 10:40:00,39,39,38.7,1.1,1.1,30.9,275,0,0.1,0.1,0.98,3.17,126.91,30.64,99,1,115.7,74.3,31,29.36,1,72.9,41.7
2023-03-02T10:35:00-08:00,2023-03-02 10:35:00,38.5,38.5,38.2,1.8,3.4,30.9,249,0,0.1,0.1,0.98,3.17,126.91,30.64,99,0,92.7,74.3,31,29.36,1,72.9,41.7
2023-03-02T10:30:00-08:00,2023-03-02 10:30:00,38.5,38.5,38.2,2,3.4,30.9,236,0,0.1,0.1,0.98,3.17,126.91,30.64,99,0,65.5,74.1,31,29.36,1,72.7,41.5
2023-03-02T10:25:00-08:00,2023-03-02 10:25:00,38.5,38.5,38.2,0.9,1.1,30.9,298,0,0.1,0.1,0.98,3.17,126.91,30.64,99,0,34.6,74.1,30,29.36,1,72.6,40.7
2023-03-02T10:20:00-08:00,2023-03-02 10:20:00,38.5,38.5,38.2,2.5,3.4,30.9,225,0,0.1,0.1,0.98,3.17,126.91,30.64,99,0,55.4,73.9,30,29.36,1,72.4,40.5
2023-03-02T10:15:00-08:00,2023-03-02 10:15:00,38.3,38.3,38,1.8,2.2,30.9,287,0,0.1,0.1,0.98,3.17,126.91,30.63,99,0,46.4,73.9,30,29.36,1,72.4,40.5
2023-03-02T10:10:00-08:00,2023-03-02 10:10:00,38.3,36,38,3.4,3.4,30.9,268,0,0.1,0.1,0.98,3.17,126.91,30.63,99,0,65.9,73.8,30,29.36,1,72.3,40.4
2023-03-02T10:05:00-08:00,2023-03-02 10:05:00,38.3,38.3,38,0,0,30.9,323,0,0.1,0.1,0.98,3.17,126.91,30.63,99,0,76.7,73.9,30,29.35,1,72.4,40.5
2023-03-02T10:00:00-08:00,2023-03-02 10:00:00,38.1,38.1,37.8,1.6,2.2,30.9,243,0,0.1,0.1,0.98,3.17,126.91,30.63,99,0,74.5,73.8,30,29.35,1,72.3,40.4
2023-03-02T09:55:00-08:00,2023-03-02 09:55:00,38.1,36.1,37.8,3.1,3.4,30.9,259,0,0.1,0.1,0.98,3.17,126.91,30.63,99,0,53.3,73.6,30,29.36,1,72.1,40.2
2023-03-02T09:50:00-08:00,2023-03-02 09:50:00,37.9,37.9,37.6,1.3,2.2,30.9,289,0,0.1,0.1,0.98,3.17,126.91,30.62,99,0,39.4,73.6,30,29.35,1,72.1,40.2
2023-03-02T09:45:00-08:00,2023-03-02 09:45:00,37.9,37.9,37.6,1.3,2.2,30.9,289,0,0.1,0.1,0.98,3.17,126.91,30.63,99,0,39.9,73.8,30,29.35,1,72.3,40.4
2023-03-02T09:40:00-08:00,2023-03-02 09:40:00,37.8,37.8,37.5,1.8,2.2,30.9,220,0,0.1,0.1,0.98,3.17,126.91,30.63,99,0,42,73.8,30,29.35,1,72.3,40.4
2023-03-02T09:35:00-08:00,2023-03-02 09:35:00,37.8,37.8,37.5,2.2,2.2,30.9,278,0,0.1,0.1,0.98,3.17,126.91,30.62,99,0,47.2,73.6,30,29.35,1,72.1,40.2
2023-03-02T09:30:00-08:00,2023-03-02 09:30:00,37.6,37.6,37.3,1.3,2.2,30.9,321,0,0.1,0.1,0.98,3.17,126.91,30.62,99,0,40.2,73.6,30,29.34,1,72.1,40.2
2023-03-02T09:25:00-08:00,2023-03-02 09:25:00,37.6,37.6,37.3,1.1,1.1,30.9,248,0,0.1,0.1,0.98,3.17,126.91,30.62,99,0,39,73.6,29,29.34,1,72,39.4
2023-03-02T09:20:00-08:00,2023-03-02 09:20:00,37.8,37.8,37.5,2.2,2.2,30.9,292,0,0.1,0.1,0.98,3.17,126.91,30.62,99,0,29,73.4,29,29.34,1,71.8,39.2
2023-03-02T09:15:00-08:00,2023-03-02 09:15:00,37.9,37.9,37.6,0,0,30.9,302,0,0.1,0.1,0.98,3.17,126.91,30.6,99,0,65.9,73.4,29,29.33,1,71.8,39.2
2023-03-02T09:10:00-08:00,2023-03-02 09:10:00,37.4,37.4,37.1,2.2,2.2,30.9,238,0.07,0.1,0.1,0.98,3.17,126.91,30.61,99,0,68,73,29,29.33,1,71.4,38.9
2023-03-02T09:05:00-08:00,2023-03-02 09:05:00,37.4,34.5,37.1,3.8,5.8,30.9,253,0.07,0.1,0.1,0.98,3.17,126.91,30.6,99,0,50.3,73,29,29.32,1,71.4,38.9
2023-03-02T09:00:00-08:00,2023-03-02 09:00:00,37.2,32.6,36.9,5.8,8.1,30.9,185,0.07,0.09,0.09,0.97,3.16,126.89,30.6,99,0,64.6,73,29,29.33,1,71.4,38.9
2023-03-02T08:55:00-08:00,2023-03-02 08:55:00,37.2,33.1,36.9,5.1,6.9,30.9,254,0.07,0.09,0.09,0.97,3.16,126.89,30.61,99,0,37.2,72.9,29,29.34,1,71.3,38.8
2023-03-02T08:50:00-08:00,2023-03-02 08:50:00,37.2,37.2,36.9,1.6,2.2,30.9,284,0.05,0.08,0.08,0.96,3.15,126.88,30.62,99,0,20.3,73,29,29.34,1,71.4,38.9
2023-03-02T08:45:00-08:00,2023-03-02 08:45:00,37.2,37.2,36.9,2.9,3.4,30.9,255,0.05,0.08,0.08,0.96,3.15,126.88,30.61,99,0,21.2,72.9,29,29.33,1,71.3,38.8
2023-03-02T08:40:00-08:00,2023-03-02 08:40:00,37.2,34.7,36.9,3.4,3.4,30.9,237,0.05,0.08,0.08,0.96,3.15,126.88,30.6,99,0,27.6,72.9,29,29.33,1,71.3,38.8
2023-03-02T08:35:00-08:00,2023-03-02 08:35:00,37.2,32,36.9,6.7,9.2,30.9,251,0.07,0.07,0.07,0.95,3.14,126.87,30.6,99,0,28.6,72.7,29,29.33,1,71,38.6
2023-03-02T08:30:00-08:00,2023-03-02 08:30:00,37.2,32.7,36.9,5.6,6.9,30.9,255,0.12,0.07,0.07,0.95,3.14,126.87,30.6,99,0,20.3,72.9,29,29.32,1,71.3,38.8
2023-03-02T08:25:00-08:00,2023-03-02 08:25:00,37.2,37.2,36.9,1.8,2.2,30.9,287,0.12,0.06,0.06,0.94,3.13,126.86,30.6,99,0,19.9,72.9,29,29.32,1,71.3,38.8
2023-03-02T08:20:00-08:00,2023-03-02 08:20:00,37.2,34.3,36.9,3.8,5.8,30.9,212,0.12,0.05,0.05,0.93,3.12,126.85,30.59,99,0,19.9,73,29,29.32,1,71.4,38.9
2023-03-02T08:15:00-08:00,2023-03-02 08:15:00,37.2,33.3,36.7,4.9,6.9,30.9,225,0.19,0.05,0.05,0.93,3.12,126.85,30.6,98,0,21.6,73,29,29.32,1,71.4,38.9
2023-03-02T08:10:00-08:00,2023-03-02 08:10:00,37.4,33.1,36.9,5.4,5.8,30.9,274,0.12,0.03,0.03,0.91,3.1,126.83,30.6,98,0,16.4,73,29,29.32,1,71.4,38.9
2023-03-02T08:05:00-08:00,2023-03-02 08:05:00,37.2,33.8,36.7,4.3,4.5,30.9,210,0.12,0.02,0.02,0.9,3.09,126.82,30.59,98,0,8.2,73,29,29.32,1,71.4,38.9
2023-03-02T08:00:00-08:00,2023-03-02 08:00:00,37.2,34.7,36.7,3.4,3.4,30.9,244,0.07,0.01,0.01,0.89,3.08,126.81,30.6,98,0,9.9,72.9,29,29.32,1,71.3,38.8
2023-03-02T07:55:00-08:00,2023-03-02 07:55:00,37.2,34.1,36.7,4,5.8,30.9,180,0,0,0,0.88,3.07,126.8,30.59,98,0,6.8,73,29,29.31,1,71.4,38.9
2023-03-02T07:50:00-08:00,2023-03-02 07:50:00,37,33.2,36.5,4.7,5.8,30.9,183,0,0,0,0.88,3.07,126.8,30.59,98,0,6.8,72.9,29,29.32,1,71.3,38.8
2023-03-02T07:45:00-08:00,2023-03-02 07:45:00,37,31.8,36.5,6.5,10.3,30.9,216,0,0,0,0.88,3.07,126.8,30.58,98,0,8.2,73,29,29.31,1,71.4,38.9
2023-03-02T07:40:00-08:00,2023-03-02 07:40:00,37,32,36.5,6.3,9.2,30.9,254,0,0,0,0.88,3.07,126.8,30.59,98,0,6.8,73,29,29.31,1,71.4,38.9
2023-03-02T07:35:00-08:00,2023-03-02 07:35:00,36.9,32.2,36.4,5.8,6.9,30.9,218,0,0,0,0.88,3.07,126.8,30.58,98,0,5.1,72.9,29,29.3,1,71.3,38.8
2023-03-02T07:30:00-08:00,2023-03-02 07:30:00,36.7,36.7,36.2,1.8,2.2,30.9,234,0,0,0,0.88,3.07,126.8,30.58,98,0,5.1,72.9,29,29.3,1,71.3,38.8
2023-03-02T07:25:00-08:00,2023-03-02 07:25:00,36.7,31.5,36.2,6.5,8.1,30.9,240,0,0,0,0.88,3.07,126.8,30.58,98,0,5.1,72.9,29,29.3,1,71.3,38.8
2023-03-02T07:20:00-08:00,2023-03-02 07:20:00,36.7,32,36.2,5.8,9.2,30.9,205,0,0,0,0.88,3.07,126.8,30.57,98,0,3.4,72.9,29,29.3,1,71.3,38.8
2023-03-02T07:15:00-08:00,2023-03-02 07:15:00,36.5,30.7,36,7.4,9.2,30.9,231,0,0,0,0.88,3.07,126.8,30.56,98,0,2.9,72.9,29,29.29,1,71.3,38.8
2023-03-02T07:10:00-08:00,2023-03-02 07:10:00,36.5,36.5,36,2.9,3.4,30.9,283,0,0,0,0.88,3.07,126.8,30.57,98,0,2.6,72.9,28,29.3,1,71.2,37.9
2023-03-02T07:05:00-08:00,2023-03-02 07:05:00,36.5,36.5,35.7,2.5,4.5,30.9,249,0,0,0,0.88,3.07,126.8,30.56,97,0,1.7,73,28,29.29,1,71.3,38
2023-03-02T07:00:00-08:00,2023-03-02 07:00:00,36.5,31.6,35.7,6,8.1,30.9,242,0,0,0,0.88,3.07,126.8,30.57,97,0,1.2,72.9,28,29.29,1,71.2,37.9
2023-03-02T06:55:00-08:00,2023-03-02 06:55:00,36.5,32,35.7,5.4,6.9,30.9,223,0,0,0,0.88,3.07,126.8,30.56,97,0,0,72.9,28,29.28,1,71.2,37.9
2023-03-02T06:50:00-08:00,2023-03-02 06:50:00,36.5,36.5,35.7,1.8,3.4,30.9,249,0,0,0,0.88,3.07,126.8,30.56,97,0,0,72.9,28,29.29,1,71.2,37.9
2023-03-02T06:45:00-08:00,2023-03-02 06:45:00,36.5,36.5,35.7,1.3,2.2,30.9,286,0,0,0,0.88,3.07,126.8,30.56,97,0,0,73,28,29.29,1,71.3,38
2023-03-02T06:40:00-08:00,2023-03-02 06:40:00,36.5,33.5,35.7,3.8,5.8,30.9,243,0,0,0,0.88,3.07,126.8,30.56,97,0,0,72.9,28,29.29,1,71.2,37.9
2023-03-02T06:35:00-08:00,2023-03-02 06:35:00,36.5,27.7,35.5,13.9,18.3,30.9,199,0,0,0,0.88,3.07,126.8,30.57,96,0,0,73,28,29.29,1,71.3,38
2023-03-02T06:30:00-08:00,2023-03-02 06:30:00,36.5,30.3,35.5,8.1,9.2,30.9,157,0,0,0,0.88,3.07,126.8,30.56,96,0,0,72.9,28,29.29,1,71.2,37.9
2023-03-02T06:25:00-08:00,2023-03-02 06:25:00,36.5,31,35.5,6.9,12.5,30.9,294,0,0,0,0.88,3.07,126.8,30.56,96,0,0,72.7,28,29.29,1,71,37.7
2023-03-02T06:20:00-08:00,2023-03-02 06:20:00,36.3,33,35.3,4,8.1,30.9,223,0,0,0,0.88,3.07,126.8,30.56,96,0,0,73,28,29.29,1,71.3,38
2023-03-02T06:15:00-08:00,2023-03-02 06:15:00,36.5,34.3,35.5,3.1,8.1,30.9,203,0,0,0,0.88,3.07,126.8,30.57,96,0,0,72.9,28,29.29,1,71.2,37.9
2023-03-02T06:10:00-08:00,2023-03-02 06:10:00,36.5,30.7,35.5,7.4,11.4,30.9,125,0,0,0,0.88,3.07,126.8,30.57,96,0,0,72.9,28,29.29,1,71.2,37.9
2023-03-02T06:05:00-08:00,2023-03-02 06:05:00,36.5,36.5,35.5,1.6,2.2,30.9,241,0,0,0,0.88,3.07,126.8,30.56,96,0,0,72.9,28,29.29,1,71.2,37.9
2023-03-02T06:00:00-08:00,2023-03-02 06:00:00,36.5,29.2,35.5,10.3,14.8,30.9,237,0,0,0,0.88,3.07,126.8,30.56,96,0,0,72.9,28,29.29,1,71.2,37.9
2023-03-02T05:55:00-08:00,2023-03-02 05:55:00,36.5,32,35.5,5.4,9.2,30.9,26,0,0,0,0.88,3.07,126.8,30.57,96,0,0,72.9,28,29.29,1,71.2,37.9
2023-03-02T05:50:00-08:00,2023-03-02 05:50:00,36.3,28.1,35.3,12.3,17.2,30.9,192,0,0,0,0.88,3.07,126.8,30.56,96,0,0,73,28,29.29,1,71.3,38
2023-03-02T05:45:00-08:00,2023-03-02 05:45:00,36.5,32,35.5,5.4,8.1,30.9,266,0,0,0,0.88,3.07,126.8,30.56,96,0,0,72.9,28,29.29,1,71.2,37.9
2023-03-02T05:40:00-08:00,2023-03-02 05:40:00,36.5,31.6,35.2,6,12.5,30.9,197,0,0,0,0.88,3.07,126.8,30.56,95,0,0,72.9,28,29.28,1,71.2,37.9
2023-03-02T05:35:00-08:00,2023-03-02 05:35:00,36.7,29.2,35.4,10.7,20.6,30.9,217,0,0,0,0.88,3.07,126.8,30.56,95,0,0,72.9,28,29.29,1,71.2,37.9
2023-03-02T05:30:00-08:00,2023-03-02 05:30:00,36.9,33.1,35.6,4.7,5.8,30.9,253,0,0,0,0.88,3.07,126.8,30.57,95,0,0,72.9,28,29.29,1,71.2,37.9
2023-03-02T05:25:00-08:00,2023-03-02 05:25:00,36.9,31.7,35.6,6.5,8.1,30.9,208,0,0,0,0.88,3.07,126.8,30.57,95,0,0,72.9,28,29.29,1,71.2,37.9
2023-03-02T05:20:00-08:00,2023-03-02 05:20:00,36.9,30,35.6,9.6,11.4,30.9,196,0,0,0,0.88,3.07,126.8,30.56,95,0,0,73,28,29.29,1,71.3,38
2023-03-02T05:15:00-08:00,2023-03-02 05:15:00,36.9,29.6,35.6,10.5,12.5,30.9,237,0,0,0,0.88,3.07,126.8,30.57,95,0,0,73,28,29.3,1,71.3,38
2023-03-02T05:10:00-08:00,2023-03-02 05:10:00,36.9,30.8,35.6,8.1,10.3,30.9,239,0,0,0,0.88,3.07,126.8,30.57,95,0,0,73,28,29.3,1,71.3,38
2023-03-02T05:05:00-08:00,2023-03-02 05:05:00,36.9,30.8,35.6,8.1,9.2,30.9,215,0,0,0,0.88,3.07,126.8,30.58,95,0,0,72.9,28,29.3,1,71.2,37.9
2023-03-02T05:00:00-08:00,2023-03-02 05:00:00,37,30.9,35.7,8.1,13.6,30.9,170,0,0,0,0.88,3.07,126.8,30.58,95,0,0,73,28,29.3,1,71.3,38
2023-03-02T04:55:00-08:00,2023-03-02 04:55:00,37,33.6,35.7,4.3,5.8,30.9,213,0,0,0,0.88,3.07,126.8,30.58,95,0,0,73.2,28,29.3,1,71.5,38.1
2023-03-02T04:50:00-08:00,2023-03-02 04:50:00,37,30,35.4,9.8,12.5,30.9,241,0,0,0,0.88,3.07,126.8,30.58,94,0,0,73,28,29.3,1,71.3,38
2023-03-02T04:45:00-08:00,2023-03-02 04:45:00,37,29.6,35.4,10.7,15.9,30.9,233,0,0,0,0.88,3.07,126.8,30.58,94,0,0,73.2,28,29.3,1,71.5,38.1
2023-03-02T04:40:00-08:00,2023-03-02 04:40:00,37,32,35.4,6.3,11.4,27.3,208,0,0,0,0.88,3.07,126.8,30.58,94,0,0,73.4,28,29.3,1,71.8,38.3
2023-03-02T04:35:00-08:00,2023-03-02 04:35:00,37,30.7,35.4,8.5,11.4,27.3,217,0,0,0,0.88,3.07,126.8,30.58,94,0,0,73.2,28,29.31,1,71.5,38.1
2023-03-02T04:30:00-08:00,2023-03-02 04:30:00,37,30.5,35.2,8.9,12.5,27.3,179,0,0,0,0.88,3.07,126.8,30.6,93,0,0,73.4,28,29.32,1,71.8,38.3
2023-03-02T04:25:00-08:00,2023-03-02 04:25:00,37.2,31.8,35.4,6.9,10.3,27.3,226,0,0,0,0.88,3.07,126.8,30.59,93,0,0,73.4,28,29.32,1,71.8,38.3
2023-03-02T04:20:00-08:00,2023-03-02 04:20:00,37.4,31.5,35.6,7.8,10.3,27.3,258,0,0,0,0.88,3.07,126.8,30.6,93,0,0,73.4,28,29.32,1,71.8,38.3
2023-03-02T04:15:00-08:00,2023-03-02 04:15:00,37.6,29.1,35.5,13.9,22.8,27.3,255,0,0,0,0.88,3.07,126.8,30.6,92,0,0,73.4,28,29.32,1,71.8,38.3
2023-03-02T04:10:00-08:00,2023-03-02 04:10:00,37.6,30,35.5,11.6,13.6,27.3,205,0,0,0,0.88,3.07,126.8,30.6,92,0,0,73.4,28,29.33,1,71.8,38.3
2023-03-02T04:05:00-08:00,2023-03-02 04:05:00,37.8,34.3,35.7,4.5,8.1,27.3,225,0,0,0,0.88,3.07,126.8,30.6,92,0,0,73.2,28,29.32,1,71.5,38.1
2023-03-02T04:00:00-08:00,2023-03-02 04:00:00,37.8,35.2,35.7,3.6,5.8,27.3,93,0,0,0,0.88,3.07,126.8,30.61,92,0,0,73,28,29.34,1,71.3,38
2023-03-02T03:55:00-08:00,2023-03-02 03:55:00,37.9,31.8,35.8,8.5,21.7,27.3,233,0,0,0,0.88,3.07,126.8,30.61,92,0,0,73.2,28,29.33,1,71.5,38.1
2023-03-02T03:50:00-08:00,2023-03-02 03:50:00,37.9,32.4,35.8,7.4,13.6,27.3,227,0,0,0,0.88,3.07,126.8,30.62,92,0,0,73.2,28,29.34,1,71.5,38.1
2023-03-02T03:45:00-08:00,2023-03-02 03:45:00,37.8,32.1,35.7,7.6,10.3,27.3,231,0,0,0,0.88,3.07,126.8,30.62,92,0,0,73.2,29,29.34,1,71.6,39
2023-03-02T03:40:00-08:00,2023-03-02 03:40:00,37.8,30.1,36,11.9,18.3,27.3,174,0,0,0,0.88,3.07,126.8,30.61,93,0,0,73.2,28,29.33,1,71.5,38.1
2023-03-02T03:35:00-08:00,2023-03-02 03:35:00,37.9,34.1,35.8,4.9,6.9,27.3,201,0,0,0,0.88,3.07,126.8,30.61,92,0,0,73.2,28,29.34,1,71.5,38.1
2023-03-02T03:30:00-08:00,2023-03-02 03:30:00,38.1,34.3,36,4.9,6.9,27.3,357,0,0,0,0.88,3.07,126.8,30.62,92,0,0,73.2,28,29.34,1,71.5,38.1
2023-03-02T03:25:00-08:00,2023-03-02 03:25:00,38.1,31,36,10.7,14.8,27.3,269,0,0,0,0.88,3.07,126.8,30.62,92,0,0,73.2,28,29.34,1,71.5,38.1
2023-03-02T03:20:00-08:00,2023-03-02 03:20:00,37.9,30.4,35.8,11.4,19.5,27.3,192,0,0,0,0.88,3.07,126.8,30.62,92,0,0,73.6,28,29.35,1,72,38.5
2023-03-02T03:15:00-08:00,2023-03-02 03:15:00,37.9,32.7,35.8,6.9,9.2,27.3,279,0,0,0,0.88,3.07,126.8,30.63,92,0,0,73.4,28,29.35,1,71.8,38.3
2023-03-02T03:10:00-08:00,2023-03-02 03:10:00,37.9,30.5,35.8,11.2,17.2,27.3,237,0,0,0,0.88,3.07,126.8,30.63,92,0,0,73.4,28,29.35,1,71.8,38.3
2023-03-02T03:05:00-08:00,2023-03-02 03:05:00,37.9,34.1,35.8,4.9,8.1,27.3,169,0,0,0,0.88,3.07,126.8,30.64,92,0,0,73.6,29,29.36,1,72,39.4
2023-03-02T03:00:00-08:00,2023-03-02 03:00:00,37.9,32.5,35.8,7.2,11.4,27.3,267,0,0,0,0.88,3.07,126.8,30.64,92,0,0,73.6,28,29.36,1,72,38.5
2023-03-02T02:55:00-08:00,2023-03-02 02:55:00,37.9,34.1,35.8,4.9,6.9,27.3,176,0,0,0,0.88,3.07,126.8,30.65,92,0,0,73.6,28,29.37,1,72,38.5
2023-03-02T02:50:00-08:00,2023-03-02 02:50:00,38.1,38.1,35.7,1.8,2.2,27.3,38,0,0,0,0.88,3.07,126.8,30.65,91,0,0,73.6,28,29.38,1,72,38.5
2023-03-02T02:45:00-08:00,2023-03-02 02:45:00,38.1,31.1,35.7,10.5,14.8,27.3,233,0,0,0,0.88,3.07,126.8,30.65,91,0,0,73.4,29,29.37,1,71.8,39.2
2023-03-02T02:40:00-08:00,2023-03-02 02:40:00,38.1,33.3,35.7,6.3,9.2,27.3,198,0,0,0,0.88,3.07,126.8,30.65,91,0,0,73.6,28,29.38,1,72,38.5
2023-03-02T02:35:00-08:00,2023-03-02 02:35:00,38.3,38.3,35.6,1.8,3.4,27.3,286,0,0,0,0.88,3.07,126.8,30.65,90,0,0,73.4,29,29.37,1,71.8,39.2
2023-03-02T02:30:00-08:00,2023-03-02 02:30:00,38.3,38.3,35.6,2.2,3.4,27.3,295,0,0,0,0.88,3.07,126.8,30.64,90,0,0,73.2,29,29.37,1,71.6,39
2023-03-02T02:25:00-08:00,2023-03-02 02:25:00,38.3,38.3,35.6,2.9,4.5,27.3,35,0,0,0,0.88,3.07,126.8,30.65,90,0,0,73.6,29,29.37,1,72,39.4
2023-03-02T02:20:00-08:00,2023-03-02 02:20:00,38.3,35.1,35.6,4.3,8.1,27.3,285,0,0,0,0.88,3.07,126.8,30.66,90,0,0,73.4,29,29.38,1,71.8,39.2
2023-03-02T02:15:00-08:00,2023-03-02 02:15:00,38.3,30.1,35.6,13.6,19.5,27.3,166,0,0,0,0.88,3.07,126.8,30.65,90,0,0,73.6,29,29.37,1,72,39.4
2023-03-02T02:10:00-08:00,2023-03-02 02:10:00,38.3,29.3,35.6,16.3,21.7,27.3,190,0,0,0,0.88,3.07,126.8,30.64,90,0,0,73.6,29,29.36,1,72,39.4
